Vendedor,Dia da Semana,Data,Vendas,Aberta,Promocao,Feriado Estadual,Feriado Escolar
5,6,2019-12-14,2014,1,0,0,0
1,5,2019-12-13,4703,1,0,0,0
2,5,2019-12-13,4808,1,0,0,0
3,5,2019-12-13,7146,1,0,0,0
4,5,2019-12-13,8689,1,0,0,0
5,5,2019-12-13,5021,1,0,0,0
1,4,2019-12-12,4074,1,0,0,0
2,4,2019-12-12,5232,1,0,0,0
3,4,2019-12-12,6921,1,0,0,0
4,4,2019-12-12,8463,1,0,0,0
5,4,2019-12-12,5048,1,0,0,0
1,3,2019-12-11,4301,1,0,0,0
2,3,2019-12-11,6052,1,0,0,0
3,3,2019-12-11,7577,1,0,0,0
4,3,2019-12-11,8480,1,0,0,0
5,3,2019-12-11,5517,1,0,0,0
1,2,2019-12-10,4228,1,0,0,0
2,2,2019-12-10,4994,1,0,0,0
3,2,2019-12-10,6595,1,0,0,0
4,2,2019-12-10,8150,1,0,0,0
5,2,2019-12-10,4973,1,0,0,0
1,1,2019-12-09,4462,1,0,0,0
2,1,2019-12-09,4392,1,0,0,0
3,1,2019-12-09,5478,1,0,0,0
4,1,2019-12-09,8907,1,0,0,0
5,1,2019-12-09,3879,1,0,0,0
1,7,2019-12-08,0,0,0,0,0
2,7,2019-12-08,0,0,0,0,0
3,7,2019-12-08,0,0,0,0,0
4,7,2019-12-08,0,0,0,0,0
5,7,2019-12-08,0,0,0,0,0
1,6,2019-12-07,5799,1,0,0,0
2,6,2019-12-07,2534,1,0,0,0
3,6,2019-12-07,7151,1,0,0,0
4,6,2019-12-07,10544,1,0,0,0
5,6,2019-12-07,2228,1,0,0,0
1,5,2019-12-06,6112,1,1,0,0
2,5,2019-12-06,4816,1,1,0,0
3,5,2019-12-06,8300,1,1,0,0
4,5,2019-12-06,10597,1,1,0,0
5,5,2019-12-06,5011,1,1,0,0
1,4,2019-12-05,5691,1,1,0,0
2,4,2019-12-05,7163,1,1,0,0
3,4,2019-12-05,7872,1,1,0,0
4,4,2019-12-05,12178,1,1,0,0
5,4,2019-12-05,7765,1,1,0,0
1,3,2019-12-04,5688,1,1,0,0
2,3,2019-12-04,8202,1,1,0,0
3,3,2019-12-04,9624,1,1,0,0
4,3,2019-12-04,10379,1,1,0,0
5,3,2019-12-04,7284,1,1,0,0
1,2,2019-12-03,6293,1,1,0,0
2,2,2019-12-03,8137,1,1,0,0
3,2,2019-12-03,10485,1,1,0,0
4,2,2019-12-03,12080,1,1,0,0
5,2,2019-12-03,7663,1,1,0,0
1,1,2019-12-02,6943,1,1,0,0
2,1,2019-12-02,8836,1,1,0,0
3,1,2019-12-02,12144,1,1,0,0
4,1,2019-12-02,14106,1,1,0,0
5,1,2019-12-02,9761,1,1,0,0
1,7,2019-12-01,0,0,0,0,0
2,7,2019-12-01,0,0,0,0,0
3,7,2019-12-01,0,0,0,0,0
4,7,2019-12-01,0,0,0,0,0
5,7,2019-12-01,0,0,0,0,0
1,6,2019-11-30,6373,1,0,0,0
2,6,2019-11-30,3343,1,0,0,0
3,6,2019-11-30,6960,1,0,0,0
4,6,2019-11-30,13394,1,0,0,0
5,6,2019-11-30,2704,1,0,0,0
1,5,2019-11-29,5623,1,0,0,0
2,5,2019-11-29,5027,1,0,0,0
3,5,2019-11-29,7152,1,0,0,0
4,5,2019-11-29,11390,1,0,0,0
5,5,2019-11-29,6158,1,0,0,0
1,4,2019-11-28,4614,1,0,0,0
2,4,2019-11-28,5149,1,0,0,0
3,4,2019-11-28,6096,1,0,0,0
4,4,2019-11-28,7875,1,0,0,0
5,4,2019-11-28,4676,1,0,0,0
1,3,2019-11-27,4561,1,0,0,0
2,3,2019-11-27,5498,1,0,0,0
3,3,2019-11-27,5942,1,0,0,0
4,3,2019-11-27,7809,1,0,0,0
5,3,2019-11-27,5128,1,0,0,0
1,2,2019-11-26,4201,1,0,0,0
2,2,2019-11-26,4303,1,0,0,0
3,2,2019-11-26,5880,1,0,0,0
4,2,2019-11-26,7805,1,0,0,0
5,2,2019-11-26,4597,1,0,0,0
1,1,2019-11-25,4600,1,0,0,0
2,1,2019-11-25,4669,1,0,0,0
3,1,2019-11-25,5968,1,0,0,0
4,1,2019-11-25,8569,1,0,0,0
5,1,2019-11-25,4597,1,0,0,0
1,7,2019-11-24,0,0,0,0,0
2,7,2019-11-24,0,0,0,0,0
3,7,2019-11-24,0,0,0,0,0
4,7,2019-11-24,0,0,0,0,0
5,7,2019-11-24,0,0,0,0,0
1,6,2019-11-23,5297,1,0,0,0
2,6,2019-11-23,2965,1,0,0,0
3,6,2019-11-23,4109,1,0,0,0
4,6,2019-11-23,9394,1,0,0,0
5,6,2019-11-23,2075,1,0,0,0
1,5,2019-11-22,5058,1,1,0,0
2,5,2019-11-22,4474,1,1,0,0
3,5,2019-11-22,7697,1,1,0,0
4,5,2019-11-22,9071,1,1,0,0
5,5,2019-11-22,6198,1,1,0,0
1,4,2019-11-21,4623,1,1,0,0
2,4,2019-11-21,5397,1,1,0,0
3,4,2019-11-21,7630,1,1,0,0
4,4,2019-11-21,9256,1,1,0,0
5,4,2019-11-21,6641,1,1,0,0
1,3,2019-11-20,4936,1,1,0,0
2,3,2019-11-20,6390,1,1,0,0
3,3,2019-11-20,8573,1,1,0,0
4,3,2019-11-20,9280,1,1,0,0
5,3,2019-11-20,0,0,1,a,0
1,2,2019-11-19,5143,1,1,0,0
2,2,2019-11-19,6016,1,1,0,0
3,2,2019-11-19,8865,1,1,0,0
4,2,2019-11-19,9133,1,1,0,0
5,2,2019-11-19,7632,1,1,0,0
1,1,2019-11-18,5927,1,1,0,0
2,1,2019-11-18,7435,1,1,0,0
3,1,2019-11-18,9719,1,1,0,0
4,1,2019-11-18,11331,1,1,0,0
5,1,2019-11-18,8022,1,1,0,0
1,7,2019-11-17,0,0,0,0,0
2,7,2019-11-17,0,0,0,0,0
3,7,2019-11-17,0,0,0,0,0
4,7,2019-11-17,0,0,0,0,0
5,7,2019-11-17,0,0,0,0,0
1,6,2019-11-16,5071,1,0,0,0
2,6,2019-11-16,2829,1,0,0,0
3,6,2019-11-16,3893,1,0,0,0
4,6,2019-11-16,10157,1,0,0,0
5,6,2019-11-16,1925,1,0,0,0
1,5,2019-11-15,4016,1,0,0,0
2,5,2019-11-15,4042,1,0,0,0
3,5,2019-11-15,5919,1,0,0,0
4,5,2019-11-15,7627,1,0,0,0
5,5,2019-11-15,4613,1,0,0,0
1,4,2019-11-14,3795,1,0,0,0
2,4,2019-11-14,4388,1,0,0,0
3,4,2019-11-14,5240,1,0,0,0
4,4,2019-11-14,6856,1,0,0,0
5,4,2019-11-14,4086,1,0,0,0
1,3,2019-11-13,3310,1,0,0,0
2,3,2019-11-13,4980,1,0,0,0
3,3,2019-11-13,5530,1,0,0,0
4,3,2019-11-13,7263,1,0,0,0
5,3,2019-11-13,4319,1,0,0,0
1,2,2019-11-12,4017,1,0,0,0
2,2,2019-11-12,4116,1,0,0,0
3,2,2019-11-12,5267,1,0,0,0
4,2,2019-11-12,7179,1,0,0,0
5,2,2019-11-12,3920,1,0,0,0
1,1,2019-11-11,4014,1,0,0,0
2,1,2019-11-11,4017,1,0,0,0
3,1,2019-11-11,5084,1,0,0,0
4,1,2019-11-11,8241,1,0,0,0
5,1,2019-11-11,3866,1,0,0,0
1,7,2019-11-10,0,0,0,0,0
2,7,2019-11-10,0,0,0,0,0
3,7,2019-11-10,0,0,0,0,0
4,7,2019-11-10,0,0,0,0,0
5,7,2019-11-10,0,0,0,0,0
1,6,2019-11-09,4681,1,0,0,0
2,6,2019-11-09,3145,1,0,0,0
3,6,2019-11-09,4305,1,0,0,0
4,6,2019-11-09,10373,1,0,0,0
5,6,2019-11-09,1974,1,0,0,0
1,5,2019-11-08,5242,1,1,0,0
2,5,2019-11-08,5441,1,1,0,0
3,5,2019-11-08,7958,1,1,0,0
4,5,2019-11-08,9997,1,1,0,0
5,5,2019-11-08,4725,1,1,0,0
1,4,2019-11-07,5009,1,1,0,0
2,4,2019-11-07,5570,1,1,0,0
3,4,2019-11-07,7662,1,1,0,0
4,4,2019-11-07,8572,1,1,0,0
5,4,2019-11-07,4987,1,1,0,0
1,3,2019-11-06,5572,1,1,0,0
2,3,2019-11-06,6941,1,1,0,0
3,3,2019-11-06,8378,1,1,0,0
4,3,2019-11-06,9236,1,1,0,0
5,3,2019-11-06,6200,1,1,0,0
1,2,2019-11-05,5348,1,1,0,0
2,2,2019-11-05,6368,1,1,0,0
3,2,2019-11-05,10275,1,1,0,0
4,2,2019-11-05,9616,1,1,0,0
5,2,2019-11-05,6228,1,1,0,0
1,1,2019-11-04,5861,1,1,0,0
2,1,2019-11-04,7930,1,1,0,0
3,1,2019-11-04,9119,1,1,0,0
4,1,2019-11-04,10203,1,1,0,0
5,1,2019-11-04,7030,1,1,0,0
1,7,2019-11-03,0,0,0,0,0
2,7,2019-11-03,0,0,0,0,0
3,7,2019-11-03,0,0,0,0,0
4,7,2019-11-03,0,0,0,0,0
5,7,2019-11-03,0,0,0,0,0
1,6,2019-11-02,5233,1,0,0,0
2,6,2019-11-02,2688,1,0,0,0
3,6,2019-11-02,6359,1,0,0,0
4,6,2019-11-02,10519,1,0,0,0
5,6,2019-11-02,2190,1,0,0,0
1,5,2019-11-01,5471,1,0,0,0
2,5,2019-11-01,5507,1,0,0,1
3,5,2019-11-01,0,0,0,a,1
4,5,2019-11-01,8792,1,0,0,0
5,5,2019-11-01,5076,1,0,0,1
1,4,2019-10-31,4035,1,0,0,0
2,4,2019-10-31,0,0,0,a,1
3,4,2019-10-31,6532,1,0,0,1
4,4,2019-10-31,9091,1,0,0,0
5,4,2019-10-31,0,0,0,a,1
1,3,2019-10-30,4119,1,0,0,0
2,3,2019-10-30,6272,1,0,0,1
3,3,2019-10-30,5900,1,0,0,1
4,3,2019-10-30,7800,1,0,0,0
5,3,2019-10-30,5850,1,0,0,1
1,2,2019-10-29,3737,1,0,0,0
2,2,2019-10-29,4074,1,0,0,1
3,2,2019-10-29,4838,1,0,0,1
4,2,2019-10-29,6719,1,0,0,0
5,2,2019-10-29,3909,1,0,0,1
1,1,2019-10-28,3557,1,0,0,0
2,1,2019-10-28,3859,1,0,0,1
3,1,2019-10-28,4025,1,0,0,1
4,1,2019-10-28,7645,1,0,0,0
5,1,2019-10-28,3578,1,0,0,1
1,7,2019-10-27,0,0,0,0,0
2,7,2019-10-27,0,0,0,0,0
3,7,2019-10-27,0,0,0,0,0
4,7,2019-10-27,0,0,0,0,0
5,7,2019-10-27,0,0,0,0,0
1,6,2019-10-26,4347,1,0,0,0
2,6,2019-10-26,2517,1,0,0,0
3,6,2019-10-26,2936,1,0,0,0
4,6,2019-10-26,9088,1,0,0,0
5,6,2019-10-26,1700,1,0,0,0
1,5,2019-10-25,4573,1,1,0,1
2,5,2019-10-25,4524,1,1,0,1
3,5,2019-10-25,6614,1,1,0,1
4,5,2019-10-25,8808,1,1,0,0
5,5,2019-10-25,5347,1,1,0,1
1,4,2019-10-24,4044,1,1,0,1
2,4,2019-10-24,5015,1,1,0,1
3,4,2019-10-24,7163,1,1,0,1
4,4,2019-10-24,7618,1,1,0,0
5,4,2019-10-24,5049,1,1,0,1
1,3,2019-10-23,4612,1,1,0,1
2,3,2019-10-23,5896,1,1,0,1
3,3,2019-10-23,7839,1,1,0,1
4,3,2019-10-23,7966,1,1,0,0
5,3,2019-10-23,6517,1,1,0,1
1,2,2019-10-22,4068,1,1,0,1
2,2,2019-10-22,5450,1,1,0,1
3,2,2019-10-22,8058,1,1,0,1
4,2,2019-10-22,8418,1,1,0,0
5,2,2019-10-22,5174,1,1,0,1
1,1,2019-10-21,5055,1,1,0,1
2,1,2019-10-21,6538,1,1,0,1
3,1,2019-10-21,9712,1,1,0,1
4,1,2019-10-21,10284,1,1,0,0
5,1,2019-10-21,7690,1,1,0,1
1,7,2019-10-20,0,0,0,0,1
2,7,2019-10-20,0,0,0,0,0
3,7,2019-10-20,0,0,0,0,0
4,7,2019-10-20,0,0,0,0,0
5,7,2019-10-20,0,0,0,0,0
1,6,2019-10-19,3667,1,0,0,1
2,6,2019-10-19,2441,1,0,0,0
3,6,2019-10-19,3568,1,0,0,0
4,6,2019-10-19,9356,1,0,0,0
5,6,2019-10-19,1938,1,0,0,0
1,5,2019-10-18,3566,1,0,0,1
2,5,2019-10-18,4095,1,0,0,0
3,5,2019-10-18,5684,1,0,0,0
4,5,2019-10-18,6592,1,0,0,0
5,5,2019-10-18,3867,1,0,0,0
1,4,2019-10-17,3223,1,0,0,1
2,4,2019-10-17,3986,1,0,0,0
3,4,2019-10-17,5261,1,0,0,0
4,4,2019-10-17,6259,1,0,0,0
5,4,2019-10-17,3721,1,0,0,0
1,3,2019-10-16,3383,1,0,0,1
2,3,2019-10-16,5035,1,0,0,0
3,3,2019-10-16,5563,1,0,0,0
4,3,2019-10-16,6657,1,0,0,0
5,3,2019-10-16,4415,1,0,0,0
1,2,2019-10-15,3355,1,0,0,1
2,2,2019-10-15,3584,1,0,0,0
3,2,2019-10-15,5598,1,0,0,0
4,2,2019-10-15,7001,1,0,0,0
5,2,2019-10-15,3450,1,0,0,0
1,1,2019-10-14,3773,1,0,0,1
2,1,2019-10-14,4528,1,0,0,0
3,1,2019-10-14,5982,1,0,0,0
4,1,2019-10-14,7237,1,0,0,0
5,1,2019-10-14,4199,1,0,0,0
1,7,2019-10-13,0,0,0,0,0
2,7,2019-10-13,0,0,0,0,0
3,7,2019-10-13,0,0,0,0,0
4,7,2019-10-13,0,0,0,0,0
5,7,2019-10-13,0,0,0,0,0
1,6,2019-10-12,4954,1,0,0,0
2,6,2019-10-12,2914,1,0,0,0
3,6,2019-10-12,4076,1,0,0,0
4,6,2019-10-12,9716,1,0,0,0
5,6,2019-10-12,1963,1,0,0,0
1,5,2019-10-11,5896,1,1,0,0
2,5,2019-10-11,4923,1,1,0,0
3,5,2019-10-11,7076,1,1,0,0
4,5,2019-10-11,10062,1,1,0,1
5,5,2019-10-11,5421,1,1,0,0
1,4,2019-10-10,5286,1,1,0,0
2,4,2019-10-10,4972,1,1,0,0
3,4,2019-10-10,8711,1,1,0,0
4,4,2019-10-10,9118,1,1,0,1
5,4,2019-10-10,4985,1,1,0,0
1,3,2019-10-09,4957,1,1,0,0
2,3,2019-10-09,7006,1,1,0,0
3,3,2019-10-09,8250,1,1,0,0
4,3,2019-10-09,8963,1,1,0,1
5,3,2019-10-09,6063,1,1,0,0
1,2,2019-10-08,5452,1,1,0,0
2,2,2019-10-08,6282,1,1,0,0
3,2,2019-10-08,9269,1,1,0,0
4,2,2019-10-08,9872,1,1,0,1
5,2,2019-10-08,5697,1,1,0,0
1,1,2019-10-07,6004,1,1,0,0
2,1,2019-10-07,7368,1,1,0,0
3,1,2019-10-07,10779,1,1,0,0
4,1,2019-10-07,12159,1,1,0,1
5,1,2019-10-07,8319,1,1,0,0
1,7,2019-10-06,0,0,0,0,0
2,7,2019-10-06,0,0,0,0,0
3,7,2019-10-06,0,0,0,0,0
4,7,2019-10-06,0,0,0,0,0
5,7,2019-10-06,0,0,0,0,0
1,6,2019-10-05,5352,1,0,0,0
2,6,2019-10-05,2688,1,0,0,0
3,6,2019-10-05,4802,1,0,0,0
4,6,2019-10-05,8938,1,0,0,0
5,6,2019-10-05,2041,1,0,0,0
1,5,2019-10-04,5447,1,0,0,0
2,5,2019-10-04,4671,1,0,0,0
3,5,2019-10-04,8093,1,0,0,0
4,5,2019-10-04,10204,1,0,0,1
5,5,2019-10-04,5108,1,0,0,0
1,4,2019-10-03,0,0,0,a,0
2,4,2019-10-03,2656,1,0,a,0
3,4,2019-10-03,0,0,0,a,0
4,4,2019-10-03,0,0,0,a,1
5,4,2019-10-03,0,0,0,a,0
1,3,2019-10-02,4001,1,0,0,0
2,3,2019-10-02,5238,1,0,0,0
3,3,2019-10-02,6045,1,0,0,0
4,3,2019-10-02,10077,1,0,0,1
5,3,2019-10-02,5118,1,0,0,0
1,2,2019-10-01,4178,1,0,0,0
2,2,2019-10-01,3830,1,0,0,0
3,2,2019-10-01,5903,1,0,0,0
4,2,2019-10-01,9255,1,0,0,1
5,2,2019-10-01,4686,1,0,0,0
1,1,2019-09-30,4088,1,0,0,0
2,1,2019-09-30,5610,1,0,0,0
3,1,2019-09-30,8988,1,0,0,0
4,1,2019-09-30,11276,1,0,0,1
5,1,2019-09-30,4367,1,0,0,0
1,7,2019-09-29,0,0,0,0,0
2,7,2019-09-29,0,0,0,0,0
3,7,2019-09-29,0,0,0,0,0
4,7,2019-09-29,0,0,0,0,0
5,7,2019-09-29,0,0,0,0,0
1,6,2019-09-28,4175,1,0,0,0
2,6,2019-09-28,3428,1,0,0,0
3,6,2019-09-28,3845,1,0,0,0
4,6,2019-09-28,9274,1,0,0,0
5,6,2019-09-28,2171,1,0,0,0
1,5,2019-09-27,4669,1,1,0,0
2,5,2019-09-27,4874,1,1,0,0
3,5,2019-09-27,8387,1,1,0,0
4,5,2019-09-27,9621,1,1,0,0
5,5,2019-09-27,5139,1,1,0,0
1,4,2019-09-26,4481,1,1,0,0
2,4,2019-09-26,5795,1,1,0,0
3,4,2019-09-26,7003,1,1,0,0
4,4,2019-09-26,8447,1,1,0,0
5,4,2019-09-26,4566,1,1,0,0
1,3,2019-09-25,4212,1,1,0,0
2,3,2019-09-25,6708,1,1,0,0
3,3,2019-09-25,7475,1,1,0,0
4,3,2019-09-25,9053,1,1,0,0
5,3,2019-09-25,5371,1,1,0,0
1,2,2019-09-24,4274,1,1,0,0
2,2,2019-09-24,6387,1,1,0,0
3,2,2019-09-24,8376,1,1,0,0
4,2,2019-09-24,8701,1,1,0,0
5,2,2019-09-24,5489,1,1,0,0
1,1,2019-09-23,4770,1,1,0,0
2,1,2019-09-23,6802,1,1,0,0
3,1,2019-09-23,9002,1,1,0,0
4,1,2019-09-23,9908,1,1,0,0
5,1,2019-09-23,7486,1,1,0,0
1,7,2019-09-22,0,0,0,0,0
2,7,2019-09-22,0,0,0,0,0
3,7,2019-09-22,0,0,0,0,0
4,7,2019-09-22,0,0,0,0,0
5,7,2019-09-22,0,0,0,0,0
1,6,2019-09-21,3909,1,0,0,0
2,6,2019-09-21,2651,1,0,0,0
3,6,2019-09-21,3554,1,0,0,0
4,6,2019-09-21,8631,1,0,0,0
5,6,2019-09-21,1725,1,0,0,0
1,5,2019-09-20,3516,1,0,0,0
2,5,2019-09-20,3949,1,0,0,0
3,5,2019-09-20,5426,1,0,0,0
4,5,2019-09-20,7047,1,0,0,0
5,5,2019-09-20,4024,1,0,0,0
1,4,2019-09-19,3717,1,0,0,0
2,4,2019-09-19,3840,1,0,0,0
3,4,2019-09-19,5120,1,0,0,0
4,4,2019-09-19,7017,1,0,0,0
5,4,2019-09-19,3457,1,0,0,0
1,3,2019-09-18,3946,1,0,0,0
2,3,2019-09-18,4574,1,0,0,0
3,3,2019-09-18,5378,1,0,0,0
4,3,2019-09-18,6701,1,0,0,0
5,3,2019-09-18,3753,1,0,0,0
1,2,2019-09-17,3685,1,0,0,0
2,2,2019-09-17,3823,1,0,0,0
3,2,2019-09-17,5517,1,0,0,0
4,2,2019-09-17,7248,1,0,0,0
5,2,2019-09-17,3846,1,0,0,0
1,1,2019-09-16,4249,1,0,0,0
2,1,2019-09-16,3837,1,0,0,0
3,1,2019-09-16,5391,1,0,0,0
4,1,2019-09-16,7911,1,0,0,0
5,1,2019-09-16,3940,1,0,0,0
1,7,2019-09-15,0,0,0,0,0
2,7,2019-09-15,0,0,0,0,0
3,7,2019-09-15,0,0,0,0,0
4,7,2019-09-15,0,0,0,0,0
5,7,2019-09-15,0,0,0,0,0
1,6,2019-09-14,4663,1,0,0,0
2,6,2019-09-14,2841,1,0,0,0
3,6,2019-09-14,3537,1,0,0,0
4,6,2019-09-14,9177,1,0,0,0
5,6,2019-09-14,2001,1,0,0,0
1,5,2019-09-13,5187,1,1,0,0
2,5,2019-09-13,4954,1,1,0,0
3,5,2019-09-13,8610,1,1,0,0
4,5,2019-09-13,10197,1,1,0,0
5,5,2019-09-13,5274,1,1,0,0
1,4,2019-09-12,5079,1,1,0,0
2,4,2019-09-12,5558,1,1,0,0
3,4,2019-09-12,8774,1,1,0,0
4,4,2019-09-12,10257,1,1,0,0
5,4,2019-09-12,5298,1,1,0,0
1,3,2019-09-11,5103,1,1,0,0
2,3,2019-09-11,6537,1,1,0,0
3,3,2019-09-11,8568,1,1,0,0
4,3,2019-09-11,9365,1,1,0,0
5,3,2019-09-11,5958,1,1,0,0
1,2,2019-09-10,5403,1,1,0,0
2,2,2019-09-10,6578,1,1,0,0
3,2,2019-09-10,8361,1,1,0,0
4,2,2019-09-10,10610,1,1,0,0
5,2,2019-09-10,6222,1,1,0,0
1,1,2019-09-09,5893,1,1,0,0
2,1,2019-09-09,7005,1,1,0,0
3,1,2019-09-09,11058,1,1,0,0
4,1,2019-09-09,11987,1,1,0,0
5,1,2019-09-09,7378,1,1,0,0
1,7,2019-09-08,0,0,0,0,0
2,7,2019-09-08,0,0,0,0,0
3,7,2019-09-08,0,0,0,0,0
4,7,2019-09-08,0,0,0,0,0
5,7,2019-09-08,0,0,0,0,0
1,6,2019-09-07,4663,1,0,0,0
2,6,2019-09-07,2540,1,0,0,0
3,6,2019-09-07,3661,1,0,0,0
4,6,2019-09-07,8461,1,0,0,0
5,6,2019-09-07,1893,1,0,0,0
1,5,2019-09-06,3836,1,0,0,0
2,5,2019-09-06,3793,1,0,0,0
3,5,2019-09-06,4750,1,0,0,0
4,5,2019-09-06,6979,1,0,0,0
5,5,2019-09-06,4242,1,0,0,0
1,4,2019-09-05,3883,1,0,0,0
2,4,2019-09-05,3784,1,0,0,0
3,4,2019-09-05,4921,1,0,0,0
4,4,2019-09-05,6803,1,0,0,0
5,4,2019-09-05,3830,1,0,0,0
1,3,2019-09-04,3343,1,0,0,0
2,3,2019-09-04,4709,1,0,0,0
3,3,2019-09-04,6116,1,0,0,0
4,3,2019-09-04,8203,1,0,0,0
5,3,2019-09-04,3996,1,0,0,0
1,2,2019-09-03,3928,1,0,0,0
2,2,2019-09-03,4199,1,0,0,0
3,2,2019-09-03,5847,1,0,0,1
4,2,2019-09-03,7646,1,0,0,0
5,2,2019-09-03,4314,1,0,0,0
1,1,2019-09-02,4195,1,0,0,0
2,1,2019-09-02,4305,1,0,0,0
3,1,2019-09-02,5625,1,0,0,1
4,1,2019-09-02,9030,1,0,0,0
5,1,2019-09-02,4598,1,0,0,0
1,7,2019-09-01,0,0,0,0,0
2,7,2019-09-01,0,0,0,0,0
3,7,2019-09-01,0,0,0,0,0
4,7,2019-09-01,0,0,0,0,0
5,7,2019-09-01,0,0,0,0,0
1,6,2019-08-31,5317,1,0,0,0
2,6,2019-08-31,2803,1,0,0,0
3,6,2019-08-31,3584,1,0,0,0
4,6,2019-08-31,10740,1,0,0,0
5,6,2019-08-31,2424,1,0,0,0
1,5,2019-08-30,5469,1,1,0,0
2,5,2019-08-30,6280,1,1,0,0
3,5,2019-08-30,8954,1,1,0,1
4,5,2019-08-30,11704,1,1,0,0
5,5,2019-08-30,6413,1,1,0,0
1,4,2019-08-29,4804,1,1,0,0
2,4,2019-08-29,5527,1,1,0,0
3,4,2019-08-29,7384,1,1,0,1
4,4,2019-08-29,8283,1,1,0,0
5,4,2019-08-29,5720,1,1,0,0
1,3,2019-08-28,4583,1,1,0,0
2,3,2019-08-28,6474,1,1,0,0
3,3,2019-08-28,8266,1,1,0,1
4,3,2019-08-28,8351,1,1,0,0
5,3,2019-08-28,5919,1,1,0,0
1,2,2019-08-27,5156,1,1,0,0
2,2,2019-08-27,6529,1,1,0,0
3,2,2019-08-27,8893,1,1,0,1
4,2,2019-08-27,8147,1,1,0,0
5,2,2019-08-27,6045,1,1,0,0
1,1,2019-08-26,5482,1,1,0,0
2,1,2019-08-26,7453,1,1,0,0
3,1,2019-08-26,9613,1,1,0,1
4,1,2019-08-26,10157,1,1,0,0
5,1,2019-08-26,7457,1,1,0,0
1,7,2019-08-25,0,0,0,0,0
2,7,2019-08-25,0,0,0,0,0
3,7,2019-08-25,0,0,0,0,0
4,7,2019-08-25,0,0,0,0,0
5,7,2019-08-25,0,0,0,0,0
1,6,2019-08-24,4752,1,0,0,0
2,6,2019-08-24,2546,1,0,0,0
3,6,2019-08-24,3525,1,0,0,0
4,6,2019-08-24,8107,1,0,0,0
5,6,2019-08-24,1832,1,0,0,0
1,5,2019-08-23,3493,1,0,0,0
2,5,2019-08-23,3652,1,0,0,1
3,5,2019-08-23,4692,1,0,0,1
4,5,2019-08-23,6562,1,0,0,0
5,5,2019-08-23,3879,1,0,0,1
1,4,2019-08-22,3703,1,0,0,0
2,4,2019-08-22,3998,1,0,0,1
3,4,2019-08-22,5225,1,0,0,1
4,4,2019-08-22,6866,1,0,0,0
5,4,2019-08-22,3534,1,0,0,1
1,3,2019-08-21,3096,1,0,0,0
2,3,2019-08-21,4399,1,0,0,1
3,3,2019-08-21,5070,1,0,0,1
4,3,2019-08-21,6617,1,0,0,0
5,3,2019-08-21,4434,1,0,0,1
1,2,2019-08-20,3492,1,0,0,0
2,2,2019-08-20,3894,1,0,0,1
3,2,2019-08-20,5290,1,0,0,1
4,2,2019-08-20,6887,1,0,0,0
5,2,2019-08-20,3825,1,0,0,1
1,1,2019-08-19,3954,1,0,0,0
2,1,2019-08-19,3747,1,0,0,1
3,1,2019-08-19,4369,1,0,0,1
4,1,2019-08-19,8709,1,0,0,0
5,1,2019-08-19,4225,1,0,0,1
1,7,2019-08-18,0,0,0,0,0
2,7,2019-08-18,0,0,0,0,0
3,7,2019-08-18,0,0,0,0,0
4,7,2019-08-18,0,0,0,0,0
5,7,2019-08-18,0,0,0,0,0
1,6,2019-08-17,4078,1,0,0,0
2,6,2019-08-17,2731,1,0,0,0
3,6,2019-08-17,3242,1,0,0,0
4,6,2019-08-17,8244,1,0,0,0
5,6,2019-08-17,1676,1,0,0,0
1,5,2019-08-16,4552,1,1,0,1
2,5,2019-08-16,4895,1,1,0,1
3,5,2019-08-16,7585,1,1,0,1
4,5,2019-08-16,9338,1,1,0,0
5,5,2019-08-16,5113,1,1,0,1
1,4,2019-08-15,4575,1,1,0,1
2,4,2019-08-15,5186,1,1,0,1
3,4,2019-08-15,8369,1,1,0,1
4,4,2019-08-15,8712,1,1,0,0
5,4,2019-08-15,5030,1,1,0,1
1,3,2019-08-14,4724,1,1,0,1
2,3,2019-08-14,7229,1,1,0,1
3,3,2019-08-14,8452,1,1,0,1
4,3,2019-08-14,10063,1,1,0,0
5,3,2019-08-14,6352,1,1,0,1
1,2,2019-08-13,5299,1,1,0,1
2,2,2019-08-13,6154,1,1,0,1
3,2,2019-08-13,10004,1,1,0,1
4,2,2019-08-13,10673,1,1,0,0
5,2,2019-08-13,6858,1,1,0,1
1,1,2019-08-12,5326,1,1,0,1
2,1,2019-08-12,6518,1,1,0,1
3,1,2019-08-12,10962,1,1,0,1
4,1,2019-08-12,11913,1,1,0,0
5,1,2019-08-12,7706,1,1,0,1
1,7,2019-08-11,0,0,0,0,1
2,7,2019-08-11,0,0,0,0,0
3,7,2019-08-11,0,0,0,0,0
4,7,2019-08-11,0,0,0,0,0
5,7,2019-08-11,0,0,0,0,0
1,6,2019-08-10,3768,1,0,0,1
2,6,2019-08-10,2624,1,0,0,0
3,6,2019-08-10,3883,1,0,0,0
4,6,2019-08-10,9149,1,0,0,0
5,6,2019-08-10,2005,1,0,0,0
1,5,2019-08-09,3257,1,0,0,1
2,5,2019-08-09,3551,1,0,0,1
3,5,2019-08-09,5991,1,0,0,1
4,5,2019-08-09,7842,1,0,0,0
5,5,2019-08-09,3932,1,0,0,1
1,4,2019-08-08,3680,1,0,0,1
2,4,2019-08-08,3949,1,0,0,1
